Source,Target,source.type,target.type,abs.r,r,p.n,p
(g)Pseudomonas,MEfirebrick,genus,trans,0.507009156470302,-0.507009156470302,neg,0.000611200387891493
(g)Pseudomonas,MEfirebrick3,genus,trans,0.401993355481728,-0.401993355481728,neg,0.00831632779748291
(g)Pseudomonas,MEhotpink2,genus,trans,0.403938092537072,-0.403938092537072,neg,0.00797980410866402
(g)Pseudomonas,MEivory,genus,trans,0.426626691516085,-0.426626691516085,neg,0.00484050047154128
(g)Pseudomonas,MElightgoldenrod2,genus,trans,0.449801474758934,-0.449801474758934,neg,0.00280248584823519
(g)Pseudomonas,MElightsteelblue,genus,trans,0.445587877805688,-0.445587877805688,neg,0.00310399425513542
(g)Pseudomonas,MEnavajowhite1,genus,trans,0.432460902682116,-0.432460902682116,neg,0.00423317870214794
(g)Pseudomonas,MEorange3,genus,trans,0.439915728060935,0.439915728060935,pos,0.00355458609786977
(g)Pseudomonas,MEpurple2,genus,trans,0.465359371201685,-0.465359371201685,neg,0.00190010430646785
(g)Pseudomonas,MEskyblue3,genus,trans,0.487237663074305,-0.487237663074305,neg,0.00106598559851434
(g)Pseudomonas,MEslateblue2,genus,trans,0.517381087432137,-0.517381087432137,neg,0.000450312420836498
(g)Pseudoxanthomonas,MEroyalblue2,genus,trans,0.408799935175432,0.408799935175432,pos,0.00718934898390933
(g)Pseudoxanthomonas,MEseashell3,genus,trans,0.400858925532777,0.400858925532777,pos,0.00851821610958764
(g)Rheinheimera,MEfirebrick3,genus,trans,0.425168138724577,0.425168138724577,pos,0.0050036810676697
(g)Rhizobium,MEblue1,genus,trans,0.481565513329552,-0.481565513329552,neg,0.00124287034654474
(g)Rhizobium,MElightskyblue,genus,trans,0.542824730572887,-0.542824730572887,neg,0.000203924321437599
(g)Rhizobium,MEpaleturquoise1,genus,trans,0.445263754963131,0.445263754963131,pos,0.00312832301724643
(g)Rhizobium,MEred4,genus,trans,0.556275828539016,-0.556275828539016,neg,0.000130676533765666
(g)Rhizobium,MEturquoise,genus,trans,0.50004051535532,-0.50004051535532,neg,0.00074642654176899
(g)Salinarimonas,MEindianred2,genus,trans,0.456932177295195,0.456932177295195,pos,0.00235051813767917
(g)Serpens,MEindianred2,genus,trans,0.583988331577668,0.583988331577668,pos,4.90663767602835e-05
(g)Serratia,MEbisque1,genus,trans,0.423871647354347,-0.423871647354347,neg,0.00515272463103069
(g)Serratia,MEchocolate2,genus,trans,0.420468357507495,0.420468357507495,pos,0.00556245794347867
(g)Serratia,MEcyan4,genus,trans,0.479782837695487,0.479782837695487,pos,0.00130360621247082
(g)Serratia,MEfirebrick1,genus,trans,0.44785673770359,-0.44785673770359,neg,0.0029382885837535
(g)Serratia,MEmistyrose4,genus,trans,0.423871647354347,-0.423871647354347,neg,0.00515272463103069
(g)Serratia,MEturquoise2,genus,trans,0.444939632120574,0.444939632120574,pos,0.00315281876645292
(g)Serratia,MEyellow2,genus,trans,0.407989628069038,-0.407989628069038,neg,0.00731619612227145
(g)Sphingobacterium,MEmagenta4,genus,trans,0.413337654971234,-0.413337654971234,neg,0.0065135093253201
(g)Sphingobium,MEkhaki3,genus,trans,0.402803662588121,-0.402803662588121,neg,0.00817465449567013
(g)Sphingobium,MEpink2,genus,trans,0.472976258001783,-0.472976258001783,neg,0.0015604428072287
(g)Sphingobium,MEseashell2,genus,trans,0.436998622477919,-0.436998622477919,neg,0.00380785363798813
(g)Sphingomonas,MElightskyblue,genus,trans,0.435053885422575,0.435053885422575,pos,0.00398533178709789
(g)Staphylococcus,MEdarkgoldenrod4,genus,trans,0.43084028846933,-0.43084028846933,neg,0.00439481847156586
(g)Staphylococcus,MEdarkorange,genus,trans,0.422899278826675,0.422899278826675,pos,0.00526702469670613
(g)Staphylococcus,MEindianred4,genus,trans,0.441374280852443,0.441374280852443,pos,0.00343357155670653
(g)Staphylococcus,MElightblue4,genus,trans,0.413175593549955,-0.413175593549955,neg,0.00653666465965871
(g)Staphylococcus,MElightpink3,genus,trans,0.56680982092213,-0.56680982092213,neg,9.09826556878429e-05
(g)Staphylococcus,MEpink2,genus,trans,0.414472084920185,-0.414472084920185,neg,0.00635339937548134
(g)Staphylococcus,MEseashell2,genus,trans,0.419171866137266,-0.419171866137266,neg,0.00572582290464998
(g)Staphylococcus,MEyellow4,genus,trans,0.531966615347217,-0.531966615347217,neg,0.000288155414177325
(g)Stenotrophomonas,MEbisque2,genus,trans,0.410420549388218,0.410420549388218,pos,0.00694133932986376
(g)Stenotrophomonas,MEbrown,genus,trans,0.480106960538044,-0.480106960538044,neg,0.00129237129772298
(g)Stenotrophomonas,MEbrown1,genus,trans,0.405882829592416,-0.405882829592416,neg,0.00765507290729028
(g)Stenotrophomonas,MEchocolate,genus,trans,0.446722307754639,0.446722307754639,pos,0.00302014481190648
(g)Stenotrophomonas,MEcoral2,genus,trans,0.466655862571915,-0.466655862571915,neg,0.00183804693312703
(g)Stenotrophomonas,MEcoral4,genus,trans,0.429867919941658,0.429867919941658,pos,0.00449436242124116
(g)Stenotrophomonas,MEcornflowerblue,genus,trans,0.564540961024228,-0.564540961024228,neg,9.84635538510617e-05
(g)Stenotrophomonas,MEcyan1,genus,trans,0.45871485292926,-0.45871485292926,neg,0.00224809008786575
(g)Stenotrophomonas,MEdarkgoldenrod1,genus,trans,0.474272749372012,-0.474272749372012,neg,0.00150832248149423
(g)Stenotrophomonas,MEdarkgrey,genus,trans,0.404748399643465,0.404748399643465,pos,0.00784308589602329
(g)Stenotrophomonas,MEdarkseagreen,genus,trans,0.510574507738433,0.510574507738433,pos,0.000550875295595551
(g)Stenotrophomonas,MEdarkseagreen2,genus,trans,0.400048618426384,0.400048618426384,pos,0.00866498918913198
(g)Stenotrophomonas,MEdodgerblue3,genus,trans,0.56680982092213,-0.56680982092213,neg,9.09826556878429e-05
(g)Stenotrophomonas,MEfirebrick,genus,trans,0.410420549388218,-0.410420549388218,neg,0.00694133932986376
(g)Stenotrophomonas,MEgreen4,genus,trans,0.443643140750344,0.443643140750344,pos,0.00325249095242356
(g)Stenotrophomonas,MEivory,genus,trans,0.412527347864841,-0.412527347864841,neg,0.00662999934871725
(g)Stenotrophomonas,MElightblue1,genus,trans,0.45271858034195,-0.45271858034195,neg,0.00260911401367095
(g)Stenotrophomonas,MElightblue2,genus,trans,0.466331739729357,0.466331739729357,pos,0.001853391011145
(g)Stenotrophomonas,MElightgoldenrod3,genus,trans,0.441374280852443,0.441374280852443,pos,0.00343357155670653
